연도,연번,지역,직장어린이집명,소재지,전화번호,설치일(인가일)
2022,437,인천광역시,삼성바이오에피스이솝빌어린이집,인천광역시 연수구 송도교육로 76,032-728-3338,2021-02-23
2022,438,인천광역시,서구청직장어린이집,인천광역시 서구 승학로 264,032-565-7003,2014-01-28
2022,439,인천광역시,셀트리온어린이집,"인천광역시 연수구 해돋이로6번길 7 113동 102호(송도동, 송도신도시현대아이파크)",032-834-8880,2009-08-25
2022,440,인천광역시,셀트리온제2어린이집,인천광역시 연수구 송도과학로27번길 15 송도아메리칸타운 104동 246호,032-834-7834,2011-12-21
2022,441,인천광역시,셀트리온제3어린이집,"인천광역시 연수구 해돋이로6번길 7 113동 103호(송도1동, 아이파크송도)",032-831-8004,2017-02-24
2022,442,인천광역시,송현초어린이집,인천광역시 동구 송화로 45 송현초등학교내 (송현동),032-777-3267,2005-08-22
2022,443,인천광역시,스마트밸리어린이집,인천광역시 연수구 송도미래로 30 스마트밸리 D동 101호,032-837-5005,2020-03-02
2022,444,인천광역시,신월초등학교어린이집,인천광역시 남동구 인주대로776번길 14 (구월동),032-472-2354,2004-03-27
2022,445,인천광역시,아이존어린이집,인천광역시 서구 신진말로14번길 25-1 (가좌동),032-579-1500,2014-02-28
2022,446,인천광역시,앰코어린이집(계양),인천광역시 계양구 아나지로 110 D동 1층,032-540-3218,2016-02-18
2022,447,인천광역시,앰코어린이집(연수),인천광역시 연수구 송도미래로 150 (송도동),032-728-5630,2019-02-28
2022,448,인천광역시,엘지마그나 어린이집,인천광역시 서구 경명대로 322 관리동 2층,070-7545-8881,2016-02-26
2022,449,인천광역시,연수경찰서어린이집,인천광역시 연수구 원인재로 138,032-813 -9801,2020-08-27
2022,450,인천광역시,연수구청어린이집,인천광역시 연수구 원인재로 115 연수구청내 2층,032-812-0126,1999-11-18
2022,451,인천광역시,영흥 빛누리 어린이집,인천광역시 옹진군 영흥면 영흥남로369번길 22,070-8898-3273,2017-02-28
2022,452,인천광역시,옹진군청직장어린이집,인천광역시 미추홀구 매소홀로 120 옹진군청,032-721-0590,2020-02-20
2022,453,인천광역시,우리누리어린이집,인천광역시 남동구 인주대로 585 2층,032-718-6266,2020-02-20
2022,454,인천광역시,원당초등학교어린이집,인천광역시 서구 원당대로820번길 16,032-569-3085,2006-03-09
2022,455,인천광역시,인천경찰청어린이집,"인천광역시 남동구 예술로152번길 9 1층~3층(구월동,인천지방결찰청 직장어린이집)",032-431-2380,2016-08-29
2022,456,인천광역시,인천공항어린이집,인천광역시 중구 공항로424번길 87 (운서동),032-740-8100,2010-02-26
2022,457,인천광역시,인천글로벌캠퍼스어린이집,인천광역시 연수구 송도문화로 119 지원센터 내 어린이집,032-719-4050,2020-07-31
2022,458,인천광역시,인천법원어린이집,인천광역시 미추홀구 학익소로63번길 31 (학익동),070-8192-3000,2010-02-03
2022,459,인천광역시,인천부마초등학교어린이집,인천광역시 부평구 안남로253번길 41 부마초교내(1층) (산곡동),032-526-2940,2004-08-28
2022,460,인천광역시,인천삼산경찰서어린이집,인천광역시 부평구 굴포로 104,032-504 -1041,2022-02-24
2022,461,인천광역시,인천서부경찰서어린이집,인천광역시 서구 탁옥로 77,032-561 -7533,2020-08-27
2022,462,인천광역시,인천서화어린이집,인천광역시 미추홀구 송림로 250 서화초등학교내 서화어린이집,032-862-6060,2004-09-01
2022,463,인천광역시,인천성모병원어린이집,"인천광역시 부평구 동수로 56 (부평동, 가톨릭대학교성모병원내 1층)",032-280-6471,2013-02-26
2022,464,인천광역시,인천신광초등학교어린이집,인천광역시 중구 신흥동3가 인중로 63 인천신광초등학교어린이집,032-885-6226,2004-08-31
2022,465,인천광역시,인천의료원어린이집,인천광역시 동구 방축로 217,032-584-7535,2017-02-28
2022,466,인천광역시,인천중부경찰서어린이집,인천광역시 중구 신포로 35번길 49,032-766 -4200,2022-02-24
2022,467,인천광역시,인천진산초등학교어린이집,"인천광역시 부평구 굴포로 194-10 (삼산동, 진산초등학교 2층)",032-511-3730,2006-08-11
2022,468,인천광역시,정부인천지방합동청사 초롱어린이집,"인천광역시 미추홀구 석정로 239(도화동, 정부인천지방합동청사)",032-588-4536,2019-12-26
2022,469,인천광역시,제2포키즈어린이집,인천광역시 연수구 인천타워대로 241 포스코건설 송도사옥 3층(송도동),032-748-4104,2019-02-28
2022,470,인천광역시,종합환경연구단지어린이집,인천광역시 서구 환경로 42 종합환경연구단지어린이집(경서동),032-566-5692,2009-01-21
2022,471,인천광역시,주안남어린이집,인천광역시 미추홀구 인주대로434번길 11,032-425-5283,2006-09-04
2022,472,인천광역시,중구청직장 어린이집,인천광역시 중구 송학동1가 신포로39번길 71,032-772-7087,2012-02-27
2022,473,인천광역시,중앙초등학교어린이집,인천광역시 연수구 새말로 153 중앙초교 내 (연수동),032-818-8040,2004-04-01
2022,474,인천광역시,청라하나금융공동직장어린이집,인천광역시 서구 첨단동로 374,032-564 -6100,2022-02-22
2022,475,인천광역시,포스코에너지직장어린이집,인천광역시 서구 크리스탈로74번길 7-21 더블유빌딩 2층,032-228-2020,2013-02-28
2022,476,인천광역시,포스코타워꿈나무어린이집,인천광역시 연수구 컨벤시아대로 165 포스코타워3층(송도동),032-230-5510,2019-02-28
2022,477,인천광역시,포키즈어린이집,인천광역시 연수구 인천타워대로 241 (주)포스코건설사옥 2층 (송도동),032-748-4100,2013-02-25
2022,478,인천광역시,한국지엠어린이집,인천광역시 부평구 세월천로25번길 7 (4층 건물전체)(청천동),032-330-8479,2015-04-01
2022,479,인천광역시,한림병원어린이집,"인천광역시 계양구 효서로 381 213동 104호(작전동, 현대2차아파트)",070-7355-9114,2016-03-09
2022,480,인천광역시,해맑은어린이집,인천광역시 부평구 안남로 315 (2층 건물전체)(청천동),032-529-7851,2014-09-05
2022,481,인천광역시,해병대흑룡어린이집,인천광역시 옹진군 백령면 백령로 783 해병대 흑룡어린이집,032-836-3342,2018-11-27
2022,482,인천광역시,해아뜰어린이집,"인천광역시 부평구 안남로 315 101동 101호(청천동,하우스디아파트)",032-515-7179,2019-12-19
2022,483,인천광역시,해양경찰청어린이집,인천광역시 연수구 해돋이로 130 해양경찰청내 어린이집 (송도동),032-851-7711,2010-03-03
2022,484,인천광역시,해피드림아이어린이집,인천광역시 중구 참외전로 246(도원동),032-765-1854,2011-08-24
2022,485,인천광역시,현대제철 인천 어린이집,인천광역시 동구 염전로 30 (송림동 344),032-765-8799,2013-09-27
2022,486,광주광역시,광주 남구청 어린이집,광주광역시 남구 봉선로 1 별관3층,062-655-3636,2018-02-09
2022,487,광주광역시,광주경찰청어린이집,광주광역시 광산구 용아로 112 광주지방경찰청어린이집 (소촌동),062-944-9488,2008-07-24
2022,488,광주광역시,광주광역시청어린이집,광주광역시 서구 내방로 111,062-613-5667,2004-08-31
2022,489,광주광역시,광주법원어린이집,광주광역시 동구 필문대로187번길 31 (산수동),062-710-2226,2012-02-17
2022,490,광주광역시,광주병원어린이집,광주광역시 북구 평교로30번길 54-6,062-265-7277,1997-03-25
2022,491,광주광역시,광주북구청어린이집,광주광역시 북구 용봉로138번길 11,062-513-3561,2017-02-28
2022,492,광주광역시,광주빛그린직장어린이집,광주광역시  광산구 빛동8로 10,062-945-0998,2021-12-17
2022,493,광주광역시,광주서구청어린이집,광주광역시 서구 경열로 33 서구청,062-352-4279,2017-08-25
2022,494,광주광역시,광주은행어린이집,광주광역시 동구 제봉로 225 광주은행본점 2층,062-710-0135,2019-02-27
2022,495,광주광역시,광주지방국세청우리누리어린이집,광주광역시 서구 월드컵4강로 101,062-385-3830,2016-02-23
2022,496,광주광역시,광주청사꽃초롱어린이집,광주광역시 북구 첨단과기로208번길 43 정부광주지방합동청사 (오룡동),062-975-5700,2011-02-15
2022,497,광주광역시,광주하나금융공동직장어린이집,광주광역시 동구 금남로5가 금남로 190 하나은행 광주금융센터 3층,062-226-1910,2019-06-27
2022,498,광주광역시,금호타이어어린이집,광주광역시 광산구 목련로 211 금호타이어 어린이집 (운남동),062-955-5252,1996-05-06
2022,499,광주광역시,기아광주어린이집,광주광역시 서구 화운로 277,062-370-1829,2017-04-26
2022,500,광주광역시,꿈마루어린이집,광주광역시 동구 준법로 29-9 (지산동),062-719-3727,2015-03-02
2022,501,광주광역시,법무부 가온어린이집,광주광역시 북구 북부순환로 396-2 광주교도소 내,062-571-6366,2018-12-27
2022,502,광주광역시,삼성전자광주어린이집,광주광역시 광산구 하남산단6번로 133 삼성전자 광주사업장 내(오선동 549-1),062-950-2991,2013-02-26
2022,503,광주광역시,선한어린이집,광주광역시 서구 월산로268번길 9 선한어린이집,062-454-2100,2016-05-10
2022,504,광주광역시,앰코어린이집,광주광역시 북구 앰코로 100 앰코테크놀로지코리아(주) (대촌동),062-970-7610,2008-08-20
2022,505,광주광역시,양림동산어린이집,광주광역시 남구 백서로 37-19 양림동산어린이집,062-674-3322,2017-06-19
2022,506,광주광역시,위드어린이집,광주광역시 광산구 수완로 6,062-956-0800,2015-12-30
2022,507,광주광역시,전남대학교병원어린이집,광주광역시 동구 백서로137번길 15 (금동),062-228-1350,2003-02-28
2022,508,광주광역시,전남대학교어린이집,광주광역시 북구 용봉로 77 전남대학교어린이집,062-530-1362,2008-02-29
2022,509,광주광역시,조선대학교어린이집,광주광역시 동구 필문대로 309 (서석동),062-233-1199,2014-08-25
2022,510,광주광역시,지스트꿈빛어린이집,광주광역시 북구 첨단과기로 123 광주과학기술원 어린이집,062-971-5003,2013-10-30
2022,511,광주광역시,하남초록어린이집,광주광역시 광산구 하남산단3번로 133-8,062-952-9448,2009-07-14
2022,512,광주광역시,현대해상온마음어린이집,광주광역시 서구 원마륵2길 20,062-383-5111,2016-02-23
2022,513,대전광역시,ADD아이뜰어린이집,대전광역시 유성구 지족동로142번길 32 (지족동),042-826-1281,2017-02-22
2022,514,대전광역시,ETRI아이나무어린이집,대전광역시 유성구 가정로 270,042-864-5678,2018-08-27
2022,515,대전광역시,IBK참!좋은어린이집,대전광역시 서구 둔산남로 112 IBK기업은행 2층,042-471-4328,2015-08-26
2022,516,대전광역시,ibs꿈돌이어린이집,대전광역시 유성구 엑스포로 55 기초과학연구원 어린이집,042-867-0700,2021-02-19
2022,517,대전광역시,KAERI아톰어린이집,대전광역시 유성구 테크노중앙로 267-11 (탑립동),042-933-8680,2016-02-24
2022,518,대전광역시,KAIST어린이집,대전광역시 유성구 대학로 291 (구성동),042-350-0853,2011-02-28
2022,519,대전광역시,KARI하늘꿈어린이집,대전광역시 유성구 과학로 169-84 (어은동),042-879-4000,2016-02-22
2022,520,대전광역시,KIGAM지오키즈어린이집,대전광역시 유성구 과학로 124 한국지질자원연구원 (가정동),042-861-9734,2013-08-26
2022,521,대전광역시,KIMM키미키즈어린이집,대전광역시 유성구 가정북로 156 (장동),042-867-9118,2019-08-26
2022,522,대전광역시,Kinder BOSCH직장어린이집,"대전광역시 유성구 테크노중앙로 126 (용산동, 호암빌딩2층)",070-7786-1574,2017-08-25
2022,523,대전광역시,KNF새빛어린이집,"대전광역시 유성구 대덕대로989번길 242 (덕진동, 한전원자력연료(주))",042-861-2291,2018-01-29
2022,524,대전광역시,KRISS사과나무어린이집,대전광역시 유성구 가정로 267 한국표준과학연구원(도룡동),042-604-1004,2013-02-22
2022,525,대전광역시,KR어린이집,대전광역시 동구 중앙로 242 (신안동)  한국철도시설공단 2층,042-621-2040,2015-02-24
2022,526,대전광역시,LG대전어린이집,"대전광역시 유성구 가정로 299 (도룡동, 엘지화학 기술연구원 사택)",042-719-4400,2015-02-26
2022,527,대전광역시,SK행복어린이집,대전광역시 유성구 엑스포로 325 (원촌동),042-609-8195,2009-09-01
2022,528,대전광역시,건양어린이집,대전광역시 서구 관저동로 158 (가수원동),042-600-6501,2006-12-19
2022,529,대전광역시,과학나래어린이집,대전광역시 유성구 과학로 169-148 (어은동),042-716-7170,2016-02-25
2022,530,대전광역시,금강유역환경청어린이집,대전광역시 유성구 대학로 417 (구성동) 금강유역환경청어린이집,042-865-0717,2020-02-21
2022,531,대전광역시,대덕구청 직장어린이집,대전광역시 대덕구 한남로155번길 49 (오정동),042-634-5566,2018-01-17
2022,532,대전광역시,대전검찰어린이집,대전광역시 서구 둔산중로78번길 15,042-470-3580,2019-02-18
2022,533,대전광역시,대전경찰청어린이집,대전광역시 서구 둔산중로 77 (둔산동),042-488-0012,2016-08-18
2022,534,대전광역시,대전광역시교육청 직장어린이집,대전광역시 서구 둔산로 89,042-616 -8900,2022-02-18
2022,535,대전광역시,대전광역시청어린이집,대전광역시 서구 둔산로 100 (둔산동),042-270-2358,1996-02-01
2022,536,대전광역시,대전동부경찰서어린이집,대전광역시 동구 충무로 222,042-273 -0112,2022-02-24
2022,537,대전광역시,대전법원어린이집,대전광역시 서구 문정로90번길 81 (탄방동),042-477-3339,2011-02-17
2022,538,대전광역시,대전유성경찰서어린이집,대전광역시 유성구 북유성대로 112,042-725 -6621,2022-02-25
2022,539,대전광역시,대전지방국세청 우리누리어린이집,대전광역시 대덕구 계족로 677,042-622-6770,2021-07-02
2022,540,대전광역시,대전청사다솜어린이집,대전광역시 서구 청사로 189 정부대전청사,042-719-8082,2016-02-26
2022,541,대전광역시,대전청사새롬어린이집,대전광역시 서구 청사로 189 정부대전청사 (둔산동),042-481-6422,2009-08-28
2022,542,대전광역시,대전청사아람어린이집,대전광역시 서구 청사로 189 정부대전청사 (둔산동),042-472-4200,1998-08-01
2022,543,대전광역시,대전한국병원부설어린이집,대전광역시 동구 동서대로1678번길 32-16 1층(성남동),042-606-1234,2012-07-09
2022,544,대전광역시,둔산하나금융공동직장어린이집,대전광역시 서구 둔산북로 30,042-631-2013,2021-03-19
2022,545,대전광역시,라은어린이집,대전광역시 유성구 노은서로86번길 22 (노은동),042-826-6775,2006-07-11
2022,546,대전광역시,롯데케미칼푸르니어린이집,"대전광역시 유성구 가정로 65 109동 102호 (신성동, 대림두레아파트)",042-861-3057,2014-05-07
2022,547,대전광역시,물사랑어린이집,대전광역시 대덕구 신탄진로 200 내 물사랑어린이집(회덕동),042-629-3750,2010-03-15
2022,548,대전광역시,법무부함께크는어린이집,대전광역시 유성구 한우물로66번길 2-50 (대정동),042-543-7545,2010-03-25
2022,549,대전광역시,사이언스대덕어린이집,대전광역시 유성구 가정로 122 (신성동),042-863-2231,1995-10-04
2022,550,대전광역시,사이언스신성어린이집,대전광역시 유성구 과학로 200 (신성동),042-864-3177,2008-02-26
2022,551,대전광역시,서구청직장어린이집,대전광역시 서구 둔산서로 100 서구청사내 (둔산동),042-471-7056,2003-02-04
2022,552,대전광역시,서비스탑도담어린이집,"대전광역시 서구 문정로 41 (탄방동, SK텔레콤빌딩 3층)",070-7842-9915,2016-02-26
2022,553,대전광역시,우리누리어린이집,대전광역시 중구 보문로 331 대전세무서 별관1층 우리누리어린이집,042-242-5262,2008-12-01
2022,554,대전광역시,우리어린이집,대전광역시 유성구 대학로 211 (어은동),042-611-2745,1997-01-20
2022,555,대전광역시,자운대어린이집,대전광역시 유성구 자운로221번길 120-34 (신봉동),042-864-3440,2015-01-20
2022,556,대전광역시,철도어린이집,대전광역시 동구 중앙로 242 (신안동),042-221-1560,2009-10-01
2022,557,대전광역시,충남대학교병원 아이행복지기어린이집,대전광역시 중구 보문산로 396,042-332-1100,2017-05-26
2022,558,대전광역시,충남대학교어린이집,대전광역시 유성구 대학로 99 (궁동),042-821-7351,2016-02-24
2022,559,대전광역시,케미꿈나무어린이집,대전광역시 유성구 가정로 141 한국화학연구원 (장동),042-862-8250,2016-02-19
2022,560,대전광역시,케이티씨에스대전어린이집,대전광역시 서구 관저북로 6 1층,070-4191-6114,2015-03-06
2022,561,대전광역시,케이티앤지어린이집,대전광역시 대덕구 벚꽃길 71,042-939-5428,2016-02-17
2022,562,대전광역시,코레일 대전어린이집,대전광역시 대덕구 벚꽃길 148 (평촌동),042-932-1002,2013-11-08
2022,563,대전광역시,킨스뜰에어린이집,대전광역시 유성구 과학로 62 (구성동),042-868-0991,2016-04-25
2022,564,대전광역시,푸른숲어린이집,대전광역시 대덕구 대덕대로1277번길 90 제3공단 (문평동),042-333-7180,2012-03-07
2022,565,대전광역시,한가족어린이집,대전광역시 중구 중앙로 100 중구청내 어린이집 (대흥동),042-606-6973,1995-11-27
2022,566,대전광역시,한국타이어앤테크놀로지 대전공장 H KIDZ 어린이집,대전광역시 대덕구 대덕대로1514번길 11,042-933-1518,2017-02-16
2022,567,대전광역시,한국테크노돔H KIDZ어린이집,대전광역시 유성구 유성대로935번길 50 (죽동),042-724-2981,2010-12-30
2022,568,대전광역시,한밭대학교어린이집,대전광역시 유성구 동서대로 128 (덕명동)한밭대학교어린이집,042-828-8080,2020-02-20
2022,569,대전광역시,한솔어린이집,대전광역시 동구 동구청로 147 (가오동),042-285-2834,1994-11-08
2022,570,대전광역시,한수원꿈나래어린이집,대전광역시 유성구 유성대로1312번길 69,042-864-0718,2019-02-26
2022,571,대전광역시,한화대전어린이집,대전광역시 유성구 외삼로 48 장원토건사옥 1F (외삼동),042-823-1215,2014-04-29
2022,572,대전광역시,한화유성어린이집,대전광역시 유성구 유성대로1366번길 10 (주)한화종합연구소 (장동),042-336-0990,2017-09-05
2022,573,대전광역시,해나라어린이집(유성),대전광역시 유성구 은구비로155번안길 21-8,042-822-9794,2016-02-16
2022,574,대전광역시,해나라어린이집(중구),대전광역시 중구 목중로35번길 11 (목동),042-220-8651,1995-12-20
2022,575,울산광역시,BNK울산어린이집,울산광역시 남구 중앙로 202 3층,052-256-6625,2016-03-29
2022,576,울산광역시,KCC사랑어린이집,울산광역시 북구 염포로 717 (염포동),052-287-1001,2017-02-28
2022,577,울산광역시,LX하우시스온양어린이집,울산광역시 울주군 온양읍 온양로 86,052-239-0195,2013-02-28
2022,578,울산광역시,SK행복어린이집,울산광역시 남구 신선로 166 (야음동),052-276-3854,2007-09-12
2022,579,울산광역시,UNIST어린이집,울산광역시 울주군 언양읍 유니스트길 50 울산과학기술원 207동,052-217-7091,2013-08-26
2022,580,울산광역시,공동직장 푸른들어린이집,울산광역시 중구 종가로 451,052-293-6682,2016-10-06
2022,581,울산광역시,굴화초등학교어린이집,울산광역시 울주군 범서읍 굴화3길 30,052-222-6225,2013-02-28
2022,582,울산광역시,금은동어린이집,울산광역시 울주군 온산읍 신온7길 12,052-238-1525,2015-08-20
2022,583,울산광역시,남구청어린이집,울산광역시 남구 돋질로261번길 11,052-267-9011,2016-02-01
2022,584,울산광역시,동구청어린이집,울산광역시 동구 봉수로 155,052-234-1133,2004-02-12
2022,585,울산광역시,롯데정밀화학어린이집,"울산광역시 중구 약사로 20 311동 401호(울산약사더샵, 약사동)",052-285-3472,2017-03-31
2022,586,울산광역시,백합초등학교어린이집,울산광역시 남구 돋질로339번길 16 2동 1층(삼산동),052-275-8855,2012-02-29
2022,587,울산광역시,북구청사 어린이집,울산광역시 북구 산업로 1010 (연암동),052-241-8858,2000-07-03
2022,588,울산광역시,삼성SDI울산어린이집,울산광역시 울주군 삼남면 반구대로 163 (삼성SDI 내),055-380-2820,2012-02-28
2022,589,울산광역시,새싹어린이집,울산광역시 울주군 온산읍 서영남1길 18 고려아연사택내,052-238-9949,1997-04-01
2022,590,울산광역시,서연이화어린이집,울산광역시 북구 화봉로 152 (연암동),052-288-2788,2005-04-08
2022,591,울산광역시,에쓰-오일 어린이집,울산광역시 남구 야음로 24 301동 102호 ,052-268-9159,2017-04-06
2022,592,울산광역시,울산경찰청어린이집,울산광역시 중구 성안로 112,052-243-9023,2016-07-27
2022,593,울산광역시,울산광역시교육청어린이집,울산광역시 중구 북부순환도로 375 (유곡동),052-248-8181,2009-01-23
2022,594,울산광역시,울산광역시청어린이집,울산광역시 남구 봉월로70번길 48 (신정동),052-274-1174,2006-08-29
2022,595,울산광역시,울산대학교병원어린이집,울산광역시 동구 바드래1길 30 한마음회관 1층,052-250-8610,2001-03-01
2022,596,울산광역시,울산동부경찰서어린이집,울산광역시 동구 월봉12길 73,052-235 -0901,2020-08-26
2022,597,울산광역시,울산법원어린이집,울산광역시 남구 법대로 55 (옥동),052-216-8740,2015-01-15
2022,598,울산광역시,울산중부경찰서어린이집,울산광역시 중구 번영로 620,052-286 -2022,2022-02-28
2022,599,울산광역시,울산테크노파크 공동직장어린이집,울산광역시 중구 종가로 15,052-222-1230,2016-02-19
2022,600,울산광역시,울주군청어린이집,울산광역시 울주군 청량읍 군청로 1 울주군청 별관 1층,052-277-8870,2018-02-24
2022,601,울산광역시,중구청어린이집,울산광역시 중구 단장골길 1,052-294-0059,2017-03-29
2022,602,울산광역시,풍산 해솔어린이집,울산광역시 남구 두왕로174번길 74,052-269-5512,2018-05-28
2022,603,울산광역시,한국산업인력공단슬기샘어린이집,울산광역시 중구 종가로 345 한국산업인력공단,052-246-0880,2014-05-14
2022,604,울산광역시,한국석유공사돌고래어린이집,울산광역시 중구 종가로 305 한국석유공사,052-216-6600,2014-10-30
2022,605,울산광역시,한국에너지공단에너지숲어린이집,울산광역시 중구 종가로 323,052-920-0156,2019-02-25
2022,606,울산광역시,한수원 해오름어린이집,울산광역시 울주군 서생면 해맞이로 1017,052-715-4981,2014-02-28
2022,607,울산광역시,해피보트어린이집,울산광역시 동구 명덕로 67,052-251-4491,2022-05-20
2022,608,울산광역시,현대자동차 어린이집,울산광역시 북구 염포로 599 사택 기숙사 사동 1층 어린이집 (양정동),052-219-2488,2003-03-03
2022,609,울산광역시,현대중공업어린이집,울산광역시 동구 명덕로 27 (서부동),052-235-2145,2006-03-02
2022,610,울산광역시,호계초등학교어린이집,울산광역시 북구 동대13길 20 호계초등학교내(호계동),052-282-1212,2013-02-25
2022,611,울산광역시,화진초등학교어린이집,울산광역시 동구 방어진순환도로 543 화진초등학교 내,052-912-3164,2013-02-25
2022,612,세종특별자치시,꿈샘어린이집,세종특별자치시  밀마루길 6,044-868-1676,2019-08-23
2022,613,세종특별자치시,누리뜰어린이집,세종특별자치시  시청대로 370,044-863-5569,2014-12-30
2022,614,세종특별자치시,라온어린이집,세종특별자치시  갈매로 381 .,044-866-2017,2015-03-02
2022,615,세종특별자치시,마루뜰어린이집,세종특별자치시  국책연구원4로 25,044-998-5320,2021-03-25
2022,616,세종특별자치시,빛들어린이집,세종특별자치시  도움5로 19,044-863-1542,2014-12-01
2022,617,세종특별자치시,세종푸르니어린이집,세종특별자치시  남세종로 254 (반곡동),044-715-5533,2014-01-10
2022,618,세종특별자치시,솔비타어린이집,세종특별자치시  도움8로 11-20 .,044-864-8123,2015-03-02
2022,619,세종특별자치시,아이세상어린이집,세종특별자치시  노을6로 8-14,044-204-1425,2014-12-01
2022,620,세종특별자치시,아이온어린이집,세종특별자치시  한누리대로 402,044-715-7007,2013-12-09
2022,621,세종특별자치시,예그리나어린이집,세종특별자치시  갈매로 477 정부세종청사 기획재정부동 1층,044-868-5040,2012-12-17
2022,622,세종특별자치시,올고운어린이집,세종특별자치시  갈매로 408 문화체육관광부동,044-998-3131,2013-12-09
2022,623,세종특별자치시,윤빛어린이집,세종특별자치시  한누리대로 402 산업통상자원부동,044-715-7005,2013-12-09
2022,624,세종특별자치시,이든샘어린이집,세종특별자치시  다솜2로 94,044-868-1297,2012-12-17
2022,625,세종특별자치시,전의산단어린이집,세종특별자치시  전의면 산단길 22-10 전의일반산업단지 내,044-862-1868,2017-08-22
2022,626,세종특별자치시,차오름어린이집,세종특별자치시  다솜3로 15,044-862-1934,2019-02-28
2022,627,세종특별자치시,충녕어린이집,세종특별자치시  한누리대로 2130,044-865-0326,2015-11-23
2022,628,경기도,(주)아모레퍼시픽 오산어린이집,경기도 오산시 가장산업동로 37 아모레퍼시픽 오산 어린이집,031-8047-1430,2011-07-26
2022,629,경기도,9사단에버나인어린이집,경기도 파주시 창곡동길 20 관리동,044-867-9422,2014-10-02
2022,630,경기도,ASE 어린이집,경기도 파주시 산업단지길 64 ASE 어린이집,031-946-9193,1998-06-29
2022,631,경기도,ASV공동직장어린이집,경기도 안산시 상록구 해안로 705 경기테크노파크단지내,031-500-4171,2016-02-17
2022,632,경기도,CJ키즈빌어린이집,경기도 수원시 영통구 광교로42번길 55,031-8099-0208,2015-10-22
2022,633,경기도,DB하이텍 햇살어린이집,"경기도 부천시 수도로 90 (도당동, DB하이텍)",032-680-4457,2011-09-29
2022,634,경기도,EBS직장어린이집,경기도 고양시 일산동구 한류월드로 281,02-526-2837,2017-08-23
2022,635,경기도,GC Childcare Center어린이집,경기도 용인시 기흥구 이현로30번길 84,031-265-0747,2018-02-26
2022,636,경기도,H KIDZ 어린이집,경기도 성남시 분당구 판교로 286,031-5178-9090,2020-04-23
2022,637,경기도,HP판교어린이집,경기도 성남시 수정구 고등동 602,031-623-6043,2019-08-27
2022,638,경기도,IBK 참! 좋은어린이집,경기도 성남시 분당구 황새울로360번길 29 3층(서현1동),031-707-7088,2012-09-28
2022,639,경기도,IBK 참!좋은어린이집,경기도 안양시 동안구 시민대로 290 기업은행 3층,031-381-6634,2012-09-11
2022,640,경기도,IBK참!좋은어린이집(고양),경기도 고양시 일산동구 중앙로 1168,031-906-7672,2012-06-01
2022,641,경기도,IBK참!좋은어린이집(용인),"경기도 용인시 수지구 신수로 799 (동천동, IBK은행)",031-276-9904,2012-09-06
2022,642,경기도,IT밸리빅스맘어린이집,"경기도 의왕시 이미로 40 A동 2층(포일동, 인덕원IT밸리)",031-8069-8850,2015-04-09
2022,643,경기도,KDB Digital Square어린이집,경기도 하남시 미사강변한강로 177 한국산업은행 IT센터 사무동(1층),031-5175-2166,2020-03-02
2022,644,경기도,Kinder BOSCH 직장어린이집,경기도 용인시 수지구 포은대로 467 1층,070-8836-1574,2017-08-30
2022,645,경기도,KOGAS늘푸른어린이집,경기도 안산시 상록구 수인로 1248 한국가스공사 (일동),031-400-7254,2006-04-25
2022,646,경기도,ktis군포어린이집,경기도 군포시 산본로 362 KT고객센터 1층 어린이집 (산본동),031-390-6211,2009-01-09
2022,647,경기도,KT꿈나무어린이집,경기도 성남시 분당구 불정로 90 구수내전화국 1층 (정자동),031-713-0000,2004-06-07
2022,648,경기도,KT분당어린이집,경기도 성남시 분당구 성남대로779번길 6 2층(이매동),031-707-3255,1997-03-18
2022,649,경기도,LGDisplay 행복한 어린이집,경기도 파주시 탄현면 엘씨디로241번길 36 LGDisplay 행복한 어린이집,070-4694-2740,2010-03-02
2022,650,경기도,LGDisplay정다운어린이집,경기도 파주시 월롱면 엘씨디로 231,031-937-8191,2017-12-06
2022,651,경기도,LG이노텍어린이집,경기도 평택시 진위면 진위2산단로 111,031-8055-0915,2018-07-02
2022,652,경기도,LG전자 평택어린이집,경기도 평택시 진위면 엘지로 222 LG전자기숙사 백합동 1층,031-610-9988,2006-12-06
2022,653,경기도,LH(오리)어린이집,경기도 성남시 분당구 탄천상로 95 LH공사별관 1층(구미동),031-738-4270,1997-07-30
2022,654,경기도,LIG넥스원어린이집,경기도 용인시 기흥구 마북로 207 (마북동),031-275-6803,2014-02-28
2022,655,경기도,LIG넥스원판교어린이집,경기도 성남시 수정구 탄천로339번길 34,031-723-9040,2017-02-21
2022,656,경기도,LS어린이집,경기도 안양시 동안구 엘에스로116번길 26,070-8671-4651,2015-02-17
2022,657,경기도,LX세미콘 어린이집,경기도 과천시 추사로 92-11 1층,02-6952-2055,2020-02-27
2022,658,경기도,NH새싹어린이집,"경기도 의왕시 성고개로 59 1층(포일동, NH통합IT센터)",031-425-8827,2017-02-22
2022,659,경기도,SBS일산어린이집,"경기도 고양시 일산서구 일현로 111 (탄현동,SBS일산제작센터 아카데미동 1층)",031-917-5851,2018-02-26
2022,660,경기도,SKC직장어린이집,"경기도 수원시 장안구 만석로68번길 10 581동 102호(정자동,백설마을현대코오롱아파트)",031-250-7070,2017-09-08
